retailerId|mobile|masterAppOrderId|appOrderId|transactionAmount|orderDate|orderStatus|paymentMode|paymentMethod|paymentDesc|gstId
--|52|ebpmtqs|kyognruejklz|63.558746|2023-04-20|Delivered|pavcqqdacb|Credit|--|--
--|46|imzkxoy|gjlbjguacpv|80.69814|2023-01-10|Delivered|guvtxqthlbdpnn|{classsize=0.20|--|--
--|84|khqjetiakebgu|dkmiejra|52.48949|2023-06-25|Delivered|cgsirftllv|{classsize=0.20|--|--
--|44|qbhtzwxuclna|cxrvzounifx|50.937153|2023-04-27|Delivered|ghzhnc|UPL|--|--
--|74|vzgwc|nooqtemsm|44.691673|2023-06-25|Delivered|gjdgdo|UPL|--|--
--|59|lnmnqmzzf|ucfzpdk|80.44739|2023-07-06|Delivered|gnrugijhscwirc|UPL|--|--
--|24|tbtalgmaev|vtwxhzrjwgnd|34.142914|2023-07-28|Delivered|vhlfodafwz|UPL|--|--
--|53|gbkpzuasikwa|coqkhotetdkkm|56.259655|2023-03-08|Delivered|kbsxzty|Credit|--|--
--|80|vacmpqnrv|xrogfbrehnjbrz|18.423512|2023-02-11|Delivered|fmidxudpu|UPL|--|--
--|37|bzeakjakrsi|zgrcxvsyverdx|79.55014|2023-06-24|Delivered|txkwdebwrpqxh|UPL|--|--
--|1|xosaraxvatz|gnyefvapp|28.934273|2023-02-05|Delivered|hxrwikbxuod|Credit|--|--
--|31|obfyqnwhzdz|enbeofvs|30.96876|2023-02-24|Delivered|sgxvrbatyzqyvb|UPL|--|--
--|48|igluyfxhm|lbnndffayqxnd|91.5892|2023-02-24|Delivered|zyeyjoh|UPL|--|--
--|99|gpkdguw|gspvzzfhq|90.07511|2023-04-28|Delivered|vgorqjpe|{classsize=0.20|--|--
--|99|atilhcjst|libgoqitalzdd|71.4987|2023-06-05|Delivered|tzltkxa|UPL|--|--
--|90|qmxwmadj|rctfaeepvj|74.89775|2023-01-03|Delivered|ctbxbouwe|UPL|--|--
--|4|eypkwl|kcxepuxfltkyyc|80.15879|2023-02-05|Delivered|ogxordyxywnbb|UPL|--|--
--|38|mtxlcmgga|phuyqguemlec|92.63238|2023-07-01|Delivered|ulbkuhklycshn|{classsize=0.20|--|--
--|45|xvkvvbpgknqcx|gbkzsznhbwbi|48.662148|2023-05-15|Delivered|rogxyiqpsckgce|{classsize=0.20|--|--
--|5|vsxjgx|xvdadybp|17.494566|2023-01-19|Delivered|iikkukhrvx|{classsize=0.20|--|--
--|53|oqtlllr|ijdpconkscwhj|95.44647|2023-07-30|Delivered|zgaloovrqj|UPL|--|--
--|26|abuqthob|rwnldxyogdog|36.742645|2023-06-02|Delivered|twbjf|UPL|--|--
--|17|iocgetg|xfybeynjhngng|42.09578|2023-02-08|Delivered|gekpufna|{classsize=0.20|--|--
--|23|ucdsqqhlqccf|zmfknlkkwizh|30.886395|2023-07-15|Delivered|evpvir|UPL|--|--
--|84|nhyyrlpopuk|oechombe|55.71039|2023-07-18|Delivered|vhvxaufrqgj|Credit|--|--
--|23|hngimau|qunqbmrcif|79.09713|2023-02-21|Delivered|zzzyq|UPL|--|--
--|96|wsnwzqaysyzas|vuexfvravhoc|21.361036|2023-06-23|Delivered|dqfyelh|{classsize=0.20|--|--
--|33|linki|kuegeldij|5.8348536|2023-06-22|Delivered|becnbf|Credit|--|--
--|86|pyjpetinsffjoy|kstkhgrx|73.142944|2023-02-01|Delivered|vkfcbgjshnqd|UPL|--|--
--|42|zykfvpuw|xnhiwwfdsfwxh|9.708063|2023-05-05|Delivered|bpnczmzbqcp|UPL|--|--
--|20|ithqumefwcva|zwglvwqvej|37.345284|2023-08-06|Delivered|eslaoskxnnehd|Credit|--|--
--|97|kfwkvg|thtpk|40.581833|2023-07-30|Delivered|fnrtdtf|Credit|--|--
--|95|yjdfnch|jvywnuarezxwba|66.2518|2023-05-15|Delivered|csfqh|{classsize=0.20|--|--
--|49|wdsjhnt|cnrpfhwjzoqr|15.949842|2023-02-10|Delivered|ziujgsooss|{classsize=0.20|--|--
--|42|yxhbtqclfxmoo|yshthzyjqur|66.08813|2023-06-01|Delivered|kcrrmmzs|UPL|--|--
--|85|eoeis|liqlxssffofa|92.58593|2023-08-07|Delivered|lbdxubssqbok|UPL|--|--
--|14|zbydotxeu|bxruxut|47.63148|2023-07-08|Delivered|tqlhtmfgey|Credit|--|--
--|89|fxxul|fztsyvgjby|34.49079|2023-02-10|Delivered|odgpt|Credit|--|--
--|44|hwzhitvzs|viogmwcyzi|52.998318|2023-03-09|Delivered|viwsvg|UPL|--|--
--|80|nrxtryftnoyiy|geithkasegzre|43.14953|2023-03-24|Delivered|nfjtok|Credit|--|--
--|71|qgpeedqza|wofnvetbielib|37.1256|2023-07-29|Delivered|nbqpuc|UPL|--|--
--|54|eschgnlsbodoco|zerfqwbjcrt|41.11554|2023-05-25|Delivered|vymaqdcinkqims|Credit|--|--
--|79|vegvxbff|yuysoamczreq|7.461296|2023-02-28|Delivered|dbixro|UPL|--|--
--|48|jtyagofd|wjgoqyuha|24.936512|2023-01-16|Delivered|qcxzahiqmbnhy|UPL|--|--
--|43|jqimaiu|lvuawwfyyxdby|50.379723|2023-05-01|Delivered|nmjomzc|Credit|--|--
--|13|bsrdljd|qvmkcid|28.438042|2023-05-30|Delivered|jovycpwr|{classsize=0.20|--|--
--|11|zjwytyxrd|jphtltadrwh|97.83738|2023-02-05|Delivered|wokernec|Credit|--|--
--|16|gxfsbuqcmvn|rovmcxk|62.38057|2023-07-04|Delivered|pekupwxheftl|UPL|--|--
--|9|sbwvdlfoxulbrz|ntfwotrc|12.784849|2023-07-28|Delivered|zwfckkgtf|UPL|--|--
--|68|qhgucnun|dhexdjhqhdioh|21.505213|2023-04-17|Delivered|xxddfz|{classsize=0.20|--|--
--|42|fnyutkhjyellw|wbrzevwbzbgn|96.85051|2023-02-25|Delivered|qxknpquylm|UPL|--|--
--|74|semqwzielpg|vsywu|74.98416|2023-03-11|Delivered|dtifgvldhcgi|{classsize=0.20|--|--
--|70|kvuoo|mlaplmspzjiz|48.81151|2023-06-27|Delivered|lyttniulnq|Credit|--|--
--|23|opszyvirbn|qrakria|81.2912|2023-06-16|Delivered|luyilv|Credit|--|--
--|25|mzaguykkzzfqn|mndlm|27.36775|2023-03-12|Delivered|qjzzadpwg|{classsize=0.20|--|--
--|40|yrgriuk|ttfkdplgznoxj|93.50807|2023-03-08|Delivered|lxmwq|UPL|--|--
--|8|amraxfcucub|qulqajvpnhwf|96.734505|2023-06-06|Delivered|slohdnuk|{classsize=0.20|--|--
--|96|gozgbfzy|rlpeiqakyqzdi|46.082245|2023-03-03|Delivered|apabk|UPL|--|--
--|82|wrccltiijuamxv|nrjjdyspvow|58.569237|2023-07-29|Delivered|gwiztumv|UPL|--|--
--|29|qfcyqu|ryoaksddz|39.05166|2023-01-07|Delivered|yvteex|{classsize=0.20|--|--
--|15|yefcnm|axhsw|98.74827|2023-07-28|Delivered|lretgwaythvvau|{classsize=0.20|--|--
--|97|edruggouozdoi|xyqipdqdbql|60.75223|2023-07-21|Delivered|hthtsaoqu|UPL|--|--
--|14|nczfwjmph|tcthwitlqxxkgu|2.5089266|2023-01-07|Delivered|wwbxlobzbzij|{classsize=0.20|--|--
--|7|qipzn|pnizwgjhuooz|15.023604|2023-01-29|Delivered|pyshalygjy|{classsize=0.20|--|--
--|89|gfwtwtmwcs|qalcvpaqar|16.472828|2023-07-22|Delivered|ytofobif|{classsize=0.20|--|--
--|48|ozeubbaly|axnbitftjry|43.9288|2023-03-05|Delivered|xjifafku|UPL|--|--
--|94|jcoejmggthejo|tudizepdlrrni|61.065838|2023-01-01|Delivered|migutlwdxv|Credit|--|--
--|60|firqkxnyjgwqec|haxswtn|62.003437|2023-07-23|Delivered|biuxorvhohf|{classsize=0.20|--|--
--|32|buecksaacu|qfjovoya|21.850433|2023-05-22|Delivered|awwdoymfhd|UPL|--|--
--|34|khlmtvu|xirdzgmtiq|43.05011|2023-01-04|Delivered|bvrppejwwaw|UPL|--|--
--|8|milfl|caticejwnyyeh|73.286|2023-03-03|Delivered|gtiomeqw|{classsize=0.20|--|--
--|61|sifgwdyczuizyx|qeywkrjoqh|25.493559|2023-07-19|Delivered|dmdzmzjkugwvj|{classsize=0.20|--|--
--|10|gofahexbfoo|oayryptrlitaut|13.432778|2023-02-11|Delivered|zwvmxhjikkf|{classsize=0.20|--|--
--|29|gixzkxf|kevrnlzcsrbejr|27.312243|2023-01-31|Delivered|lniznabjlwaux|UPL|--|--
--|61|tbzygcfttya|ollhfwptwab|13.114989|2023-04-04|Delivered|onkprlfibewx|UPL|--|--
--|50|nminkxocp|heefktx|86.56197|2023-02-27|Delivered|kbzolcchttf|{classsize=0.20|--|--
--|28|qhsmgpusycju|dsrzwfkpzb|8.058858|2023-05-31|Delivered|yxtbg|Credit|--|--
--|62|euymirou|ocanrabtm|68.507195|2023-08-02|Delivered|ibxzx|Credit|--|--
--|22|nlebsonujnrkoi|tqzztihgpwecyh|87.52109|2023-02-16|Delivered|mbirwhgszy|UPL|--|--
--|18|tyvwzqocypljkz|inymnfmowpzsk|5.3755913|2023-07-20|Delivered|cuxyly|{classsize=0.20|--|--
--|98|mattdmoffqx|pwvrecn|57.923443|2023-01-03|Delivered|dxfocfokxlxd|UPL|--|--
--|22|krkvc|qutmqzycd|59.75154|2023-03-31|Delivered|qjqlyit|UPL|--|--
--|11|gweexnraj|elrbqah|85.00908|2023-05-19|Delivered|lattza|{classsize=0.20|--|--
--|44|kefxstkfs|bnkxgkbyj|27.624197|2023-02-18|Delivered|qigdbxniiddevb|Credit|--|--
--|40|nycvwddmox|hhooqgly|43.036205|2023-06-07|Delivered|hajiuzgn|UPL|--|--
--|51|ukihnnmeyc|uzwbsrt|22.105667|2023-04-05|Delivered|nhumbhnjs|{classsize=0.20|--|--
--|41|vxqirl|fpfkx|24.524702|2023-06-23|Delivered|vqfhdeptlbb|Credit|--|--
--|11|dpqvu|picvwwgzhavq|3.8350143|2023-01-13|Delivered|pwipzxem|Credit|--|--
--|30|zcocjkbglsy|ttbgiqih|89.07142|2023-07-10|Delivered|tjuvwre|Credit|--|--
--|73|licigsd|jwdzflc|49.083675|2023-05-24|Delivered|fyiveyt|Credit|--|--
--|33|xwodozbvvhoixo|bpvldcxk|54.74963|2023-03-13|Delivered|rzmtlzj|{classsize=0.20|--|--
--|68|kfzrctps|vmnmeypi|71.5779|2023-07-09|Delivered|moxyegnbfzh|UPL|--|--
--|84|tjnfrspxi|pclknlxmqj|60.608356|2023-03-13|Delivered|lwrzkfnpotku|UPL|--|--
--|22|cfhuduwzrsl|csqiff|39.053898|2023-07-21|Delivered|dzczgittjtbfro|UPL|--|--
--|51|fpfgtluerj|vimjaqpaxokv|53.7872|2023-03-04|Delivered|cfxphzetfwj|Credit|--|--
--|21|pjdkazihhxfu|crgiiqursksgbn|50.5612|2023-06-29|Delivered|swnegpbrnbh|{classsize=0.20|--|--
--|14|qivctrnsezvvqw|vhzrox|79.76224|2023-06-20|Delivered|cqcvckr|Credit|--|--
--|70|fhrxbt|bbhquiuturi|65.53003|2023-06-02|Delivered|bejpz|UPL|--|--
--|37|syhoxdqsqi|biiuwmsfybyr|79.23867|2023-01-29|Delivered|kjvvyvzdc|UPL|--|--
--|26|qmehk|kixnnfhffo|0.6181436|2023-05-19|Delivered|kvifi|UPL|--|--
--|93|vcuwmtlhq|nuntiwvyxy|20.205837|2023-02-24|Delivered|xytfzhcotggs|Credit|--|--
--|75|fyjgcmxroyeq|tcmoysykug|35.352886|2023-02-16|Delivered|vkaubftchepn|UPL|--|--
--|46|rvsdmo|jjtsvenbhoius|18.67016|2023-01-16|Delivered|yuptcenxcqfg|Credit|--|--
--|33|zcxxr|ybhhelrlftq|92.583984|2023-06-09|Delivered|degmfq|UPL|--|--
--|44|qqosdbuffrwaet|khpdcgepqbz|26.581747|2023-07-23|Delivered|fdljwdubitvse|{classsize=0.20|--|--
--|14|htgslvprapmuhp|uezfvuvc|84.76281|2023-07-01|Delivered|tjcfey|UPL|--|--
--|96|alnks|jfonhotl|90.470184|2023-06-15|Delivered|jiyelop|{classsize=0.20|--|--
--|15|zooakpywwaerg|zaplcw|42.063652|2023-01-29|Delivered|xdgsm|Credit|--|--
--|63|ghszvnbn|kywqkcy|9.305199|2023-07-15|Delivered|znnyyvjyya|{classsize=0.20|--|--
--|91|jxystqtomviifd|okbwplw|63.36266|2023-07-20|Delivered|ubqdu|UPL|--|--
--|97|rbexvodkcdkrv|erbmoesbejuots|45.09781|2023-03-10|Delivered|eiyayknqfaomt|{classsize=0.20|--|--
--|55|frfnsyjfzlks|fpxdba|56.090096|2023-07-27|Delivered|icspxddbidax|Credit|--|--
--|61|wuwdtlmawj|inzsklzp|64.75756|2023-01-08|Delivered|xlljbbzjk|UPL|--|--
--|27|zuiqnf|zhnmmwinnnl|55.971466|2023-01-12|Delivered|nuqtrev|{classsize=0.20|--|--
--|19|ksyxec|qtensgeprrdu|16.72148|2023-08-01|Delivered|gnnagplxpmrtyq|UPL|--|--
--|61|zkyyqwqcmj|dnitkdkqtv|42.673233|2023-06-23|Delivered|kucbsevzcca|{classsize=0.20|--|--
--|33|rcrpue|nimyovkbx|70.87043|2023-02-09|Delivered|ajhrhvjmomxsxe|UPL|--|--
--|6|uxzpavxkglhp|fymrpkkh|92.368675|2023-03-13|Delivered|dkpbnfb|{classsize=0.20|--|--
--|49|mruybdptlea|kxqbgmariazhcr|75.248405|2023-04-20|Delivered|iuvafzfwyspym|Credit|--|--
--|6|nmhwyh|vbuhdbs|33.23953|2023-02-21|Delivered|loneqx|UPL|--|--
--|8|lcqntuoa|ycooxqoegpifd|8.100407|2023-02-22|Delivered|meyzfx|UPL|--|--
--|66|tapekcdvolqzkp|fqnsxwzonzxdw|94.92906|2023-06-30|Delivered|uaeojphaifzx|{classsize=0.20|--|--
--|37|gxsqavj|qxcvuwrfgcnlxt|28.744621|2023-01-25|Delivered|avpua|UPL|--|--
--|53|xnnhpyeixaieuj|dxfpkwcjcddo|67.96218|2023-02-17|Delivered|qaubcklxqdir|{classsize=0.20|--|--
--|75|laoukpfpwlj|hlfnxyndrw|55.794384|2023-02-10|Delivered|szistb|{classsize=0.20|--|--
--|12|bdvsrwnkrkk|nycsc|14.148218|2023-06-22|Delivered|hifvfk|Credit|--|--
--|47|nyxlqnzzb|pwkmpocndtjan|26.245659|2023-07-14|Delivered|sezetgwntduu|Credit|--|--
--|71|hovsnkgsublcq|cvbsmqeom|93.98197|2023-01-14|Delivered|uhjkrffv|Credit|--|--
--|20|pgptobgclempw|nblhrwzvjlnhl|13.945589|2023-01-17|Delivered|ehmwbslfatsm|{classsize=0.20|--|--
--|23|akqlskm|xmsqux|2.0587084|2023-07-26|Delivered|faxdoruop|Credit|--|--
--|91|cdjaxcqqrm|ciwqtgfeksvdij|10.957826|2023-01-04|Delivered|vyrihd|UPL|--|--
--|13|vacxjvqjxkxw|svzuyctfem|26.518682|2023-07-14|Delivered|twvmcpqgksvlc|Credit|--|--
--|8|gousl|fwfsfp|0.34015328|2023-05-18|Delivered|uiaeihux|{classsize=0.20|--|--
--|61|wmbezqmdqoek|djdxkreva|73.53682|2023-04-29|Delivered|lbqzhob|{classsize=0.20|--|--
--|97|svihbsbempafg|slizeehq|73.850136|2023-04-08|Delivered|cpoyqfkcuan|Credit|--|--
--|84|oxfgivw|xyedglmznhgfmk|22.873207|2023-04-13|Delivered|ikrbmvltkpunp|{classsize=0.20|--|--
--|52|ynjyou|bxdnlygemz|73.09436|2023-07-26|Delivered|mgvtqcszuwmfg|{classsize=0.20|--|--
--|87|eyxkcgdiz|slvfen|5.4999647|2023-03-19|Delivered|zlvdktsyj|{classsize=0.20|--|--
--|49|usacaz|vrpqlo|57.636864|2023-03-14|Delivered|tedoyrbh|Credit|--|--
--|12|lojoobbkgbdt|rtjekjgrrqcqls|19.320219|2023-06-22|Delivered|mumye|UPL|--|--
--|7|jpblgnnzfgp|wkusivf|28.582497|2023-07-04|Delivered|gsmkt|{classsize=0.20|--|--
--|62|xzspgbfztluz|ozrvtrgmapcom|23.994669|2023-03-02|Delivered|xvciod|Credit|--|--
--|27|yopjrhadd|xyevlxzm|61.15068|2023-04-09|Delivered|wiewnqujth|{classsize=0.20|--|--
--|74|rabuxo|rufuskpqysphg|80.89152|2023-01-13|Delivered|ibdcdbi|Credit|--|--
--|7|oszgxpxl|ehkhkfi|24.755333|2023-02-18|Delivered|cdmbeib|{classsize=0.20|--|--
--|40|vpmtmsoqemloq|jvncmpjrpardu|29.175238|2023-06-04|Delivered|xnzygyuagkjzb|Credit|--|--
--|90|ebnidyre|roxpvffpoyygd|94.10648|2023-01-27|Delivered|uzeaqkghkub|Credit|--|--
--|31|mkbter|pvrukebpkw|14.049971|2023-05-05|Delivered|bnhjdvasbiyvw|Credit|--|--
--|79|fhsggitfevnn|cbxiahc|79.849236|2023-07-14|Delivered|flmtl|{classsize=0.20|--|--
--|4|thnjphla|bmtonk|8.173|2023-04-29|Delivered|vapgulrmp|Credit|--|--
--|18|ipwitannh|hlazhaplukao|32.25578|2023-03-10|Delivered|cmircziolusk|UPL|--|--
--|31|gmvrvgpnhpkc|ibouhv|92.25409|2023-01-10|Delivered|qjvsq|UPL|--|--
--|79|jooujkyslfwnn|vjxfihedkgy|96.48589|2023-04-16|Delivered|yyfmacc|UPL|--|--
--|11|ocgqnzxx|tqhhgesknxp|85.8562|2023-01-10|Delivered|dqfdw|UPL|--|--
--|88|ffotp|qzybxzhcvtci|22.93178|2023-05-18|Delivered|lbmnpl|Credit|--|--
--|56|kbnpye|hgzqlsffp|44.41324|2023-03-19|Delivered|mjqpntob|{classsize=0.20|--|--
--|37|jejfrqhe|gwcbqvznwqbmwr|61.162678|2023-02-16|Delivered|brkcmijee|Credit|--|--
--|72|euxaonpa|tpofbhfy|63.48051|2023-02-21|Delivered|krdvrtrtpnrxoa|{classsize=0.20|--|--
--|92|akkbgubspxmw|zkrijixx|90.985016|2023-06-23|Delivered|lnjvt|{classsize=0.20|--|--
--|50|utoyiwbujghizv|ujlmhtjr|56.233437|2023-01-05|Delivered|hnzqhgrxsf|{classsize=0.20|--|--
--|99|qcdudhzt|ojlbqdj|69.13361|2023-05-25|Delivered|ezgpnfj|{classsize=0.20|--|--
--|37|lnudyqbknmscf|qxhowahsrz|95.23018|2023-06-05|Delivered|qmyxyipdx|Credit|--|--
--|63|hbzti|pspileqaf|95.10966|2023-03-16|Delivered|qgjxlbmjiff|Credit|--|--
--|21|nsdloezomuc|vrtzqdgvasdss|34.45383|2023-07-14|Delivered|yksvbly|UPL|--|--
--|94|tfmywjrz|tearpt|24.680996|2023-04-03|Delivered|enjhhz|UPL|--|--
--|65|twzya|zftlfdifrmpe|52.64977|2023-05-28|Delivered|eelpti|Credit|--|--
--|25|zbqdtrvlfpyeg|qknoc|84.56043|2023-02-24|Delivered|jahaubmrmxse|UPL|--|--
--|49|fuqiujcmd|zqglpideghgq|83.97377|2023-06-28|Delivered|msbftwtadnm|UPL|--|--
--|80|vgdhnfdgyyvgu|enzcppcbkbal|66.777626|2023-07-16|Delivered|wkilpdmrkzka|UPL|--|--
--|14|tldgcwqjoux|odwuehrwpe|26.966576|2023-01-26|Delivered|boutddwxtxj|Credit|--|--
--|24|vwgetz|rpvfdvetzui|6.260182|2023-07-03|Delivered|ukfarpaxb|{classsize=0.20|--|--
--|65|qrdbkrzkmhn|uferzkvqczcuc|47.870487|2023-05-09|Delivered|wpczokumtvhzx|{classsize=0.20|--|--
--|3|evculxgk|bjnnzolft|70.139656|2023-04-15|Delivered|wsmlszexrsuvf|UPL|--|--
--|79|yphtzgjawfpz|rjnxbvhmmvb|19.303617|2023-03-10|Delivered|zcdshjbxhbc|{classsize=0.20|--|--
--|86|lager|pekytza|12.297988|2023-02-20|Delivered|qdikzlc|UPL|--|--
--|11|qugbzodfy|ukystgkmkirf|60.30744|2023-01-03|Delivered|szhmxkbltcmpox|Credit|--|--
--|0|nyqhqwbtkpyc|uzsxqiowbbiek|71.670074|2023-02-07|Delivered|irudesjgrvh|UPL|--|--
--|19|ricgnicqpg|ejdwpmq|68.78328|2023-01-21|Delivered|mmepg|Credit|--|--
--|73|aybrujrtxuwyhp|lbthzqava|17.818018|2023-06-22|Delivered|qeperbcmwr|UPL|--|--
--|30|qvrnxmux|pdiowaydkcpi|62.33327|2023-03-15|Delivered|jmyutgcckmxqux|Credit|--|--
--|68|xtcyes|rtylzcfhhirn|72.29281|2023-07-07|Delivered|hcnzphaeni|UPL|--|--
--|22|lpazfwixtsqbiw|qighlntf|68.521576|2023-05-30|Delivered|epjfsbqyx|{classsize=0.20|--|--
--|52|jybetjmnmpz|ijqzgwasuqycb|59.29891|2023-05-31|Delivered|cjrigjamdyc|Credit|--|--
--|18|qnbcd|hgnvwovrjy|30.571337|2023-01-14|Delivered|nkgnolrof|{classsize=0.20|--|--
--|45|gcfqpahi|mblsqpbexhbrya|64.17748|2023-05-09|Delivered|dhbhkzqhrrw|UPL|--|--
--|79|beasbvwjlt|cdpmfpk|19.513044|2023-05-19|Delivered|kdyugrotbf|Credit|--|--
--|80|hdmbfbrrkdaho|qnjubnkur|3.2238302|2023-01-16|Delivered|seluwfjrakjbex|UPL|--|--
--|41|zjjssgjrhkcelm|dfcsjgtjckh|68.79997|2023-07-01|Delivered|rxqjropv|{classsize=0.20|--|--
--|24|wonftbzpd|ixdjkek|33.354717|2023-04-28|Delivered|tfdlqw|Credit|--|--
--|76|idtitr|wjncwbhor|72.40625|2023-04-14|Delivered|brxir|Credit|--|--
--|34|qwshgxhe|uvfuduiz|55.141136|2023-06-10|Delivered|vqgcttgrpwjp|UPL|--|--
--|57|vijjlfgb|nieiu|12.4232645|2023-06-13|Delivered|fxjywtjgmmdh|{classsize=0.20|--|--
--|80|wqhqb|cqegyesxl|87.72218|2023-06-03|Delivered|jbkasjqehhx|{classsize=0.20|--|--
--|57|egdkdmzudt|qbwrdcpp|7.1699276|2023-07-06|Delivered|xinmcqdnhd|UPL|--|--
--|35|usawpf|qvvwlgzqjifeqq|19.115677|2023-06-27|Delivered|mogqbspfmiorst|{classsize=0.20|--|--
--|25|xxbhhkrz|hoaanznqmlc|95.832535|2023-02-24|Delivered|jgikryu|{classsize=0.20|--|--
--|8|rymaoxrproi|uyzfwm|60.44114|2023-08-04|Delivered|vzotmou|{classsize=0.20|--|--
--|72|gssmplnjifehe|aiddsaenyii|0.649744|2023-05-13|Delivered|yafiwdnqdni|{classsize=0.20|--|--
--|45|vnxhrkhffercyg|nldmwb|57.570705|2023-04-06|Delivered|gmmtdfxrr|{classsize=0.20|--|--
--|83|tcanupx|crehj|32.65839|2023-07-05|Delivered|drewdvzzblz|Credit|--|--
--|82|eugmirzdd|vkchm|38.723713|2023-04-07|Delivered|ofavsx|UPL|--|--
--|56|eraoqg|lagbygqmkswu|32.015682|2023-04-16|Delivered|ivyyhbqkbpsv|UPL|--|--
--|0|rqsqgancdndybh|npzitensptni|1.5204338|2023-03-16|Delivered|elekccjvmc|Credit|--|--
--|7|zurcft|fpsprui|58.913445|2023-02-28|Delivered|fmpgzcgjafdtg|Credit|--|--
--|36|httryruqwewjzg|ysdazvdzfeigd|68.010735|2023-03-07|Delivered|vivvwxxqoktwx|UPL|--|--
--|55|kkfrydyyo|ykldrhjxo|76.10005|2023-05-31|Delivered|nsnemyejmrnrj|Credit|--|--
--|95|xhzesg|jgzxbblqf|61.19318|2023-02-13|Delivered|fhgzlpqmlegwri|Credit|--|--
--|45|mvyoibb|tolsznsm|89.02563|2023-05-05|Delivered|cptsy|Credit|--|--
--|55|wzvdmirqowq|ktiefcwaartj|81.54023|2023-01-06|Delivered|uyxfwy|{classsize=0.20|--|--
--|15|iegjbvhpi|nxyddti|34.626152|2023-06-23|Delivered|qegkmaus|{classsize=0.20|--|--
--|56|obyssppmhijg|sexdau|87.04519|2023-01-23|Delivered|lariw|UPL|--|--
--|68|fflzmqbow|fdecidoin|34.762146|2023-03-25|Delivered|vgojjxhjuphuq|Credit|--|--
--|51|cihpvkksjtngs|dyxhygozrj|5.306502|2023-01-25|Delivered|qmoqkq|Credit|--|--
--|95|dkirsvifgotcb|eltbrdjdlqvod|55.327488|2023-04-16|Delivered|awavdpc|UPL|--|--
--|2|frstamlb|leylsnnxdqz|31.165026|2023-01-16|Delivered|dgibymsh|Credit|--|--
--|95|pvizgfvndtenm|zucpbnmuxgpo|37.04405|2023-04-02|Delivered|ythpesbu|{classsize=0.20|--|--
--|71|zspnwzpuvaujnd|oqpswokly|88.409904|2023-07-31|Delivered|kupeqezirv|UPL|--|--
--|62|jbrlab|kivcmids|88.9577|2023-01-31|Delivered|jfkglsp|UPL|--|--
--|4|cmpmqqdhmqypae|zhyjwjhtucwcjx|59.06865|2023-08-02|Delivered|jrtvdnmld|Credit|--|--
--|67|dkpau|kntitrwjrpnplb|60.651436|2023-04-30|Delivered|fppsoe|Credit|--|--
--|68|dexfjzpchpr|czrgx|8.797146|2023-03-31|Delivered|aixeiizdrgyhjo|UPL|--|--
--|99|bpbwo|tmulcnrc|34.191063|2023-06-06|Delivered|cofiwl|UPL|--|--
--|11|rjwlnsnutetpn|fvywldnyfzex|61.885048|2023-05-28|Delivered|hbcywwc|{classsize=0.20|--|--
--|83|tkoaifovu|yzyccklbroxx|1.819281|2023-02-06|Delivered|tsgmmtbqg|UPL|--|--
--|12|qmedpyd|pyiml|4.3923283|2023-07-07|Delivered|osgdhk|UPL|--|--
--|69|naayskhoj|iujwtqyazlxud|20.413609|2023-04-02|Delivered|zsdsuba|Credit|--|--
--|60|bjowftu|yfgukxffuzd|18.932556|2023-02-23|Delivered|flsbvvu|Credit|--|--
--|68|ansiel|tzitpieasozri|58.72388|2023-05-12|Delivered|utfapcphngyin|Credit|--|--
--|68|theytrvdj|ugesacsn|79.61851|2023-03-31|Delivered|yeejwjfb|Credit|--|--
--|42|ojoxgu|wfngqnh|78.40491|2023-02-16|Delivered|nwpmumyrlkzer|{classsize=0.20|--|--
--|8|rgnvpyvcr|pnhktvjrjea|60.68577|2023-05-08|Delivered|txtqvrhgaqfndi|UPL|--|--
--|92|utuogvmzwooi|sbbrkoapblsn|14.859931|2023-06-06|Delivered|bvybqlwieaurrq|Credit|--|--
--|97|aihsjniwh|aanjady|37.309944|2023-06-25|Delivered|vxwpwrc|{classsize=0.20|--|--
--|23|efcsbxomh|bnmcxddn|48.91046|2023-04-15|Delivered|kkptwbrphknuje|Credit|--|--
--|50|twdaifzbu|euxnyzawrfll|82.13308|2023-05-27|Delivered|clqfbpyo|Credit|--|--
--|36|dznsuyk|pmbfca|85.30822|2023-03-30|Delivered|filuxmapjwtst|UPL|--|--
--|49|jzpcmib|kucpphc|86.01496|2023-04-06|Delivered|ipzwputshsrecr|Credit|--|--
--|27|jcbvngpp|fpjonmp|79.10469|2023-03-08|Delivered|xjjfcwhlzfmk|Credit|--|--
--|59|dujbpjekhjdcy|cezdvastcpofd|56.524857|2023-03-13|Delivered|dazhwwzqtbepcg|{classsize=0.20|--|--
--|46|ykwaardxfpaz|bfvlqvhe|75.893974|2023-04-25|Delivered|gyddbequr|Credit|--|--
--|20|axteqt|jxikoxzbkgcaa|72.689415|2023-07-04|Delivered|sdyzxiwbrhukf|UPL|--|--
--|58|pfnodspnqfq|atzrnth|56.944588|2023-01-24|Delivered|ezpgrihairwq|{classsize=0.20|--|--
--|13|adudqe|qzbeh|99.51224|2023-03-06|Delivered|afrmvpzrra|{classsize=0.20|--|--
--|16|qdjgcaur|fslson|5.2357764|2023-07-22|Delivered|zblkacwlwfrks|{classsize=0.20|--|--
--|79|poiirpao|wwhsucajclzu|90.78082|2023-04-13|Delivered|ifakqqjxwbuvp|UPL|--|--
